name, id, father_name, mother_name, grand_father_name
バスマティ, 2019102930, キンシャサノキセキ, イノセントデイズ, ダイワメジャー
パウオレ, 2019100242, ヘニーヒューズ, エイシンピカデリー, ハードスパン
ゲンキ, 2009102822, ムーンバラッド, ドレミファバンブー, Easy Goer
オンワードセルフ, 2016100368, ヘニーヒューズ, オンワードマルタ, メジロマックイーン
メイショウカゲカツ, 2019104044, ダンカーク, ウォータームージカ, フレンチデピュティ
ヴィクトリオーソ, 2017100174, フリオーソ, ヴィクトワール, アドマイヤベガ
デルマタモン, 2018100976, オンファイア, デルマトモエゴゼン, キングカメハメハ
オーロベルディ, 2019103162, スマートファルコン, ヒラボクミラクル, アグネスデジタル
トランザクト, 2018103870, トランセンド, トーホウロサード, トーホウエンペラー
ブラックショコラ, 2003105042, ブラックホーク, クインティアラ, リアルシャダイ
ホッカイテイオー, 2001106951, パークリージェント, シンコウラック, Lashkari
クリノニキータ, 2017102145, ヴァンセンヌ, ヴェアリアスローズ, スターリングローズ
アトラクティーボ, 2019100641, ワンアンドオンリー, シャンパンルージュ, ファスリエフ
ゲットアップ, 2018100720, ルーラーシップ, ソフトライム, フジキセキ
ホウオウセレシオン, 2017105573, キングカメハメハ, ミスセレンディピティ, Not For Sale
マイプレシャス, 2018104616, ヴィクトワールピサ, サラフィナ, Refuse to Bend
アーテルアストレア, 2019104564, リーチザクラウン, スターズインヘヴン, ワークフォース
アスカロン, 2018110118, Speightstown, Coco as in Chanel, Awesome Again
コスモルーテウス, 2019100800, ロージズインメイ, ミルルーテウス, アグネスタキオン
スマートルミエール, 2017103868, ディープインパクト, アイラブリリ, ストラヴィンスキー
クリーンドリーム, 2018100440, ダンカーク, マヤノメメント, フレンチデピュティ
ワイドアウェイク, 2018104571, ローエングリン, オープンユアアイズ, ヴィクトワールピサ
ブラビオ, 2018106050, ルーラーシップ, ゴールデンプライズ, ホワイトマズル
シグネチャーセル, 2018104965, ヘニーヒューズ, エポキシ, ディープインパクト
スマイルアモーレ, 2018105992, ダノンレジェンド, メイショウアモーレ, タイキシャトル
チェインストーリー, 2017105081, カジノドライヴ, ヴェイグストーリー, ゴールドアリュール
トレーンベアラー, 2017110135, Carpe Diem, Cabaret Starlet, Tale of the Cat
ダイヤサンディ, 2002103436, エイシンサンディ, ダイヤターン, メジロティターン
キリシマタウン, 2019106305, トゥザワールド, チェリースマイル, サクラバクシンオー
ミヤノオードリー, 2006104762, ニューイングランド, ファニーゴールド, エリシオ
サウンドサンビーム, 2017106394, ヘニーヒューズ, ハートアンドハート, ハーツクライ
グレンフィナン, 2015104528, ヴィクトワールピサ, ベストロケーション, クロフネ
ジュリアバローズ, 2018105056, ディープインパクト, シャムロッカー, O'Reilly
フェイマスダンディ, 2018102643, ダノンレジェンド, オーキャロル, キングカメハメハ
シーグランディ, 2008106545, ジェニュイン, カミノスキー, マルゼンスキー
シングマイハート, 2018105511, ハーツクライ, シングライクバード, シンボリクリスエス
ルプランドル, 2019105754, アイルハヴアナザー, ギャラクシーセレブ, ブラックタイド
フチサンメルチャン, 2017100922, アンライバルド, ファーマベリー, アサクサデンエン
シーオブドリームス, 2018106472, ホッコータルマエ, タイキラナキラ, フジキセキ
サクセスエース, 2018104460, ジョーカプチーノ, ミスベルツリー, アグネスデジタル
フリーバスティア, 2007101965, アフリート, コートリーブレーヴ, ダンシングブレーヴ
サウスジェラート, 2018104022, サウスヴィグラス, サクラフルーレ, マンハッタンカフェ
ルーパステソーロ, 2018100995, ゴールドシップ, ハピネスフォーユー, A.P. Indy
ウィリン, 2019104962, スクリーンヒーロー, レッドカーラ, マンハッタンカフェ
スズノナデシコ, 2018102669, ハービンジャー, レッドヴィラーゴ, ネオユニヴァース
コスモストライカー, 2017110163, Sebring, Miss With Attitude, Galileo
ウォーターブレイク, 2016105024, ストロングリターン, サニーデイサンデー, ジャングルポケット
クラマサシャトル, 1993101850, サクラテルノオー, クラネバダンサー, ネヴァーダンス
テーオーソロス, 2018104850, ノヴェリスト, レインダンス, ダンスインザダーク
ムサシボー, 2003101142, ブラックタキシード, コンテッサクィーン, カーネギー
コーラルティアラ, 2017102990, メイショウボーラー, コーラルグリッタ, ゼンノロブロイ
トウショウヘリオス, 2002104940, メジロマックイーン, グロリアトウショウ, パーフライト
クールビスティー, 2003104918, アフリート, キクスイ, タマモクロス
メタルカラー, 1998109328, グルームダンサー, スワージェンマ, サクラショウリ
ジョーカーブラウン, 2019103488, ケープブランコ, スウィートクレメンタイン, Shamardal
テイルウインド, 2018101141, リオンディーズ, スターウインド, マンハッタンカフェ
ブラックドンカルロ, 2000106599, プレザント, ブライティアリリイ, ハイブリッジスルー
スイートソウル, 1998105982, ソウルオブザマター, スイートイブン, イブンベイ
イスカンダル, 2019103346, アメリカンペイトリオット, ゴールドターフ, ゴールドアリュール
ハーツアズワン, 2019104464, ハーツクライ, スキャットレディビーダンシング, Scat Daddy
ラブロッソー, 2017101761, モンテロッソ, ラブカーナ, オース
カトルショセット, 2018105226, ハーツクライ, フォーシンズ, Sinndar
コンバットマーチ, 2017110112, Shackleford, Combat's Love, Combat Ready
サクセスシュート, 2019102609, ドゥラメンテ, シニョリーナ, キングヘイロー
リュウノブレイク, 2019106322, マクフィ, エンパイアブレイク, エンパイアメーカー
ヴァーンフリート, 2019105560, リオンディーズ, ロスヴァイセ, シンボリクリスエス
スウィートプロミス, 2019100688, モーリス, アースサウンド, Yes It's True
オーロラアーク, 2019102186, クリエイターII, ユニバーサルビーチ, ネオユニヴァース
エイノスケ, 2018101321, アンライバルド, マイカイ, ヨハネスブルグ
マテーラフレイバー, 2018105750, マクフィ, クリスチャンパール, シンボリクリスエス
カランセ, 2019105634, ドレフォン, サオヒメ, サンデーサイレンス
ヘキクウ, 2019106034, ラブリーデイ, シーナリー, Scat Daddy
ラレイナ, 2018105316, キングカメハメハ, ライラプス, フレンチデピュティ
モリノドリーム, 2019102273, モーリス, グロリエッテ, アドマイヤムーン
トップバル, 1996103966, バンブーアトラス, リバルドクイン, マルゼンスキー
キングモガンボ, 1997100691, モガンボ, ダイシンプロミス, キョウエイプロミス
スカリーワグ, 2018101929, ドゥラメンテ, ジプシーマイラブ, Manduro
フジマサインパクト, 2018104778, ディープインパクト, ベイトゥベイ, Sligo Bay
ラクスバラディー, 2019105514, ドゥラメンテ, リッチダンサー, Halling
カミノサイレンス, 2001105698, サンデーサイレンス, カミノサファイヤ, マルゼンスキー
マイショウパーク, 1997105442, サンゼウス, クィーンオブパーク, セクレファスター
タツノパラダイス, 1998106401, パラダイスクリーク, テツノチャーミング, パークリージェント
セイウンハルカニ, 2019100938, バゴ, ニシノナースコール, ブライアンズタイム
チェリーブリーズ, 2017100216, スマートファルコン, オンマイマインド, ティンバーカントリー
